21;0.9405425487903426;0.9735234483748605;1.0;
22;0.9459477716275841;0.9735234483748605;1.0;
23;0.9508616105705311;0.9735234483748605;1.0;
24;0.955328736882301;0.9735234483748605;1.0;
25;0.9593897608020918;0.9735234483748605;1.0;
26;0.9630816007291744;0.9735234483748605;1.0;
27;0.966437818844704;0.9735234483748605;1.0;
28;0.9694889262224582;0.9735234483748605;1.0;
29;0.9722626602022347;0.9735234483748605;1.0;
30;0.9747842365474861;0.9735234483748605;1.0;
31;0.9722626602022347;0.9735234483748605;1.0;
32;0.9747842365474861;0.9735234483748605;1.0;
33;0.9722626602022347;0.9735234483748605;1.0;
46.251;Screen change
